32,3,0,3
33,-1,3,3,0,2,2,4,10
34,-1,3,5,0,18,2,6,5
35,-1,3,8,0,34,2,9,10
36,-1,2,8,0,50,2,9,12
37,-1,2,11,0,66,2,12,12
38,-1,3,8,0,82,2,9,10
39,-1,3,3,0,98,2,4,5
40,-1,0,4,0,114,2,6,15
41,-1,0,5,0,130,2,6,15
42,-2,3,7,0,146,2,9,8
43,-1,4,7,0,162,2,8,8
44,-1,9,3,0,178,2,4,5
45,-1,6,7,0,194,2,8,4
46,-1,9,3,0,210,2,4,4
47,-1,2,7,0,226,2,8,12
48,-1,3,8,0,242,2,9,10
49,-1,3,5,0,258,2,6,10
50,-1,3,8,0,274,2,9,10
51,-1,3,9,0,290,2,10,10
52,-1,3,8,0,306,2,9,10
53,-1,3,8,0,322,2,9,10
54,-1,3,8,0,338,2,9,10
55,-1,3,8,0,354,2,9,10
56,-1,3,8,0,370,2,9,10
57,-1,3,8,0,386,2,9,10
58,-1,4,3,0,402,2,4,9
59,-1,4,3,0,418,2,4,10
60,-2,4,7,0,434,2,9,8
61,-1,5,7,0,450,2,8,6
62,-1,4,7,0,466,2,9,8
63,-1,3,8,0,482,2,9,10
64,-1,2,11,0,2,21,12,12
65,-1,3,8,0,18,21,9,10
66,-1,3,9,0,34,21,10,10
67,-1,3,8,0,50,21,9,10
68,-1,3,9,0,66,21,10,10
69,-1,3,7,0,82,21,9,10
70,-1,3,8,0,98,21,9,10
71,-1,3,8,0,114,21,9,10
72,-1,3,8,0,130,21,9,10
73,0,3,4,0,146,21,4,10
74,-1,3,8,0,162,21,9,10
75,-1,3,8,0,178,21,9,10
76,-1,3,8,0,194,21,9,10
77,-1,3,11,0,210,21,12,10
78,-1,3,8,0,226,21,9,10
79,-1,3,8,0,242,21,9,10
80,-1,3,8,0,258,21,9,10
81,-1,3,8,0,274,21,9,11
82,-1,3,8,0,290,21,9,10
83,-1,3,8,0,306,21,9,10
84,-1,3,8,0,322,21,9,10
85,-1,3,8,0,338,21,9,10
86,-1,3,8,0,354,21,9,10
87,-1,3,11,0,370,21,12,10
88,-1,3,8,0,386,21,9,10
89,-1,3,9,0,402,21,10,10
90,-1,3,8,0,418,21,9,10
91,-1,0,4,0,434,21,5,15
92,-1,2,7,0,450,21,8,12
93,-1,0,5,0,466,21,6,15
94,-1,2,7,0,482,21,8,9
95,-1,9,8,0,2,40,9,4
96,-1,0,4,0,18,40,5,4
97,-1,3,8,0,34,40,9,10
98,-1,3,9,0,50,40,10,10
99,-1,3,8,0,66,40,9,10
100,-1,3,9,0,82,40,10,10
101,-1,3,8,0,98,40,9,10
102,-1,3,8,0,114,40,9,10
103,-1,3,8,0,130,40,9,10
104,-1,3,8,0,146,40,9,10
105,0,3,4,0,162,40,4,10
106,-1,3,8,0,178,40,9,10
107,-1,3,8,0,194,40,9,10
108,-1,3,8,0,210,40,9,10
109,-1,3,11,0,226,40,12,10
110,-1,3,8,0,242,40,9,10
111,-1,3,8,0,258,40,9,10
112,-1,3,8,0,274,40,9,10
113,-1,3,8,0,290,40,9,11
114,-1,3,8,0,306,40,9,10
115,-1,3,8,0,322,40,9,10
116,-1,3,8,0,338,40,9,10
117,-1,3,8,0,354,40,9,10
118,-1,3,8,0,370,40,9,10
119,-1,3,11,0,386,40,12,10
120,-1,3,8,0,402,40,9,10
121,-1,3,9,0,418,40,10,10
122,-1,3,8,0,434,40,9,10
123,-2,0,5,0,450,40,7,15
124,-1,0,3,0,466,40,4,15
125,-1,0,6,0,482,40,7,15
126,-1,5,9,0,2,59,10,5

loader = bitmap
format = png
bitmaps = 1
